t,y
2025-07-05 05:30:00,7586.202
2025-07-05 06:00:00,7458.99
2025-07-05 06:30:00,7500.402
2025-07-05 07:00:00,7548.284
2025-07-05 07:30:00,7776.592
2025-07-05 08:00:00,8032.374
2025-07-05 08:30:00,8454.784
2025-07-05 09:00:00,8850.01
2025-07-05 09:30:00,9085.868
2025-07-05 10:00:00,9315.464
2025-07-05 10:30:00,9512.238
2025-07-05 11:00:00,9715.034
2025-07-05 11:30:00,9759.188
2025-07-05 12:00:00,9839.146
2025-07-05 12:30:00,9848.652
2025-07-05 13:00:00,9750.694
2025-07-05 13:30:00,9153.926
2025-07-05 14:00:00,9317.518
2025-07-05 14:30:00,9401.932
2025-07-05 15:00:00,9396.1
2025-07-05 15:30:00,9381.256
2025-07-05 16:00:00,9388.592
2025-07-05 16:30:00,9385.856
2025-07-05 17:00:00,9391.74
2025-07-05 17:30:00,9513.292
2025-07-05 18:00:00,9486.878
2025-07-05 18:30:00,9304.278
2025-07-05 19:00:00,9295.564
2025-07-05 19:30:00,9263.224
2025-07-05 20:00:00,9133.998
2025-07-05 20:30:00,8969.002
2025-07-05 21:00:00,8801.128
2025-07-05 21:30:00,8610.436
2025-07-05 22:00:00,8401.536
2025-07-05 22:30:00,8310.262
2025-07-05 23:00:00,8014.988
2025-07-05 23:30:00,7622.512
2025-07-06 00:30:00,7196.178
2025-07-06 01:00:00,7006.288
2025-07-06 01:30:00,6860.246
2025-07-06 02:00:00,6770.518
2025-07-06 02:30:00,6764.152
2025-07-06 03:00:00,6836.338
2025-07-06 03:30:00,6960.004
2025-07-06 04:00:00,7033.292
2025-07-06 04:30:00,7078.038
2025-07-06 05:00:00,7101.548
2025-07-06 05:30:00,7001.542
2025-07-06 06:00:00,6852.832
2025-07-06 06:30:00,6825.842
2025-07-06 07:00:00,6852.488
2025-07-06 07:30:00,7111.054
2025-07-06 08:00:00,7379.266
2025-07-06 08:30:00,7743.548
2025-07-06 09:00:00,8204.098
2025-07-06 09:30:00,8575.336
2025-07-06 10:00:00,8725.926
2025-07-06 10:30:00,8896.978
2025-07-06 11:00:00,9107.94
2025-07-06 11:30:00,9253.304
2025-07-06 12:00:00,9361.82
2025-07-06 12:30:00,9456.514
2025-07-06 13:00:00,9344.142
2025-07-06 13:30:00,9423.752
2025-07-06 14:00:00,9551.124
2025-07-06 14:30:00,9620.376
2025-07-06 15:00:00,9579.822
2025-07-06 15:30:00,9432.08
2025-07-06 16:00:00,9486.628
2025-07-06 16:30:00,9529.152
2025-07-06 17:00:00,9069.574
2025-07-06 17:30:00,9170.026
2025-07-06 18:00:00,9229.314
2025-07-06 18:30:00,9366.738
2025-07-06 19:00:00,9402.956
2025-07-06 19:30:00,9281.558
2025-07-06 20:00:00,9119.274
2025-07-06 20:30:00,8936.186
2025-07-06 21:00:00,8763.68
2025-07-06 21:30:00,8598.05
2025-07-06 22:00:00,8354.482
2025-07-06 22:30:00,8143.904
2025-07-06 23:00:00,7913.53
2025-07-06 23:30:00,7821.376
2025-07-07 00:30:00,7470.06
2025-07-07 01:00:00,7223.328
2025-07-07 01:30:00,7260.162
2025-07-07 02:00:00,7140.164
2025-07-07 02:30:00,7066.198
2025-07-07 03:00:00,7134.49
2025-07-07 03:30:00,7298.644
2025-07-07 04:00:00,7431.732
2025-07-07 04:30:00,7556.178
2025-07-07 05:00:00,7620.764
2025-07-07 05:30:00,7666.186
2025-07-07 06:00:00,7623.912
2025-07-07 06:30:00,7689.076
2025-07-07 07:00:00,7911.858
2025-07-07 07:30:00,8423.364
2025-07-07 08:00:00,8993.088
2025-07-07 08:30:00,9802.138
2025-07-07 09:00:00,10741.888
2025-07-07 09:30:00,11445.868
2025-07-07 10:00:00,11754.51
2025-07-07 10:30:00,11888.06
2025-07-07 11:00:00,12072.594
2025-07-07 11:30:00,12202.518
2025-07-07 12:00:00,12197.902
2025-07-07 12:30:00,11713.252
2025-07-07 13:00:00,11686.96
2025-07-07 13:30:00,12204.878
2025-07-07 14:00:00,12355.648
2025-07-07 14:30:00,12409.048
2025-07-07 15:00:00,12391.646
2025-07-07 15:30:00,12268.35
2025-07-07 16:00:00,12195.754
2025-07-07 16:30:00,11855.488
2025-07-07 17:00:00,11744.806
2025-07-07 17:30:00,11519.204
2025-07-07 18:00:00,11681.0
2025-07-07 18:30:00,11223.0
2025-07-07 19:00:00,11177.0
2025-07-07 19:30:00,10926.0
2025-07-07 20:00:00,10675.0
2025-07-07 20:30:00,10365.0
2025-07-07 21:00:00,10105.0
2025-07-07 21:30:00,9824.0
2025-07-07 22:00:00,9477.0
2025-07-07 22:30:00,9091.0
2025-07-07 23:00:00,8806.0
2025-07-07 23:30:00,8554.0
2025-07-08 00:30:00,7923.42
2025-07-08 01:00:00,7693.564
2025-07-08 01:30:00,7621.012
2025-07-08 02:00:00,7547.434
2025-07-08 02:30:00,7476.256
2025-07-08 03:00:00,7521.988
2025-07-08 03:30:00,7624.404
2025-07-08 04:00:00,7837.864
2025-07-08 04:30:00,7872.172
2025-07-08 05:00:00,7894.574
2025-07-08 05:30:00,7934.816
2025-07-08 06:00:00,7900.22
2025-07-08 06:30:00,8000.17
2025-07-08 07:00:00,8221.924
2025-07-08 07:30:00,8649.322
2025-07-08 08:00:00,9223.376
2025-07-08 08:30:00,10134.274
2025-07-08 09:00:00,10994.38
2025-07-08 09:30:00,11533.918
2025-07-08 10:00:00,11864.358
2025-07-08 10:30:00,11999.098
2025-07-08 11:00:00,12249.372
2025-07-08 11:30:00,12387.654
2025-07-08 12:00:00,12410.69
2025-07-08 12:30:00,12143.19
2025-07-08 13:00:00,12055.35
2025-07-08 13:30:00,12419.41
2025-07-08 14:00:00,12575.828
2025-07-08 14:30:00,12554.642
2025-07-08 15:00:00,12446.198
2025-07-08 15:30:00,12222.96
2025-07-08 16:00:00,12177.154
2025-07-08 16:30:00,11865.074
2025-07-08 17:00:00,11735.204
2025-07-08 17:30:00,11642.316
2025-07-08 18:00:00,11758.0
2025-07-08 18:30:00,11448.0
2025-07-08 19:00:00,11350.0
2025-07-08 19:30:00,11131.0
2025-07-08 20:00:00,10870.0
2025-07-08 20:30:00,10520.0
2025-07-08 21:00:00,10278.0
2025-07-08 21:30:00,9982.0
2025-07-08 22:00:00,9706.796
2025-07-08 22:30:00,9364.332
2025-07-08 23:00:00,9049.852
2025-07-08 23:30:00,8851.74
2025-07-09 00:30:00,8066.782
2025-07-09 01:00:00,7896.864
2025-07-09 01:30:00,7816.002
2025-07-09 02:00:00,7728.422
2025-07-09 02:30:00,7572.35
2025-07-09 03:00:00,7627.416
2025-07-09 03:30:00,7661.764
2025-07-09 04:00:00,7721.752
2025-07-09 04:30:00,7851.492
2025-07-09 05:00:00,7942.312
2025-07-09 05:30:00,8033.912
2025-07-09 06:00:00,7942.212
2025-07-09 06:30:00,8000.608
2025-07-09 07:00:00,8200.976
2025-07-09 07:30:00,8724.85
2025-07-09 08:00:00,9197.988
2025-07-09 08:30:00,10158.982
2025-07-09 09:00:00,11054.5
2025-07-09 09:30:00,11380.232
2025-07-09 10:00:00,11619.484
2025-07-09 10:30:00,12152.73
2025-07-09 11:00:00,12341.946
2025-07-09 11:30:00,12401.822
2025-07-09 12:00:00,12398.952
2025-07-09 12:30:00,11971.376
2025-07-09 13:00:00,11849.35
2025-07-09 13:30:00,12263.778
2025-07-09 14:00:00,12407.96
2025-07-09 14:30:00,12350.526
2025-07-09 15:00:00,12228.24
2025-07-09 15:30:00,11968.638
2025-07-09 16:00:00,11907.008
2025-07-09 16:30:00,11718.922
2025-07-09 17:00:00,11466.404
2025-07-09 17:30:00,11012.106
2025-07-09 18:00:00,10801.804
2025-07-09 18:30:00,10720.848
2025-07-09 19:00:00,10677.798
2025-07-09 19:30:00,10511.392
2025-07-09 20:00:00,10289.244
2025-07-09 20:30:00,9943.102
2025-07-09 21:00:00,9721.322
2025-07-09 21:30:00,9383.676
2025-07-09 22:00:00,9058.072
2025-07-09 22:30:00,8795.678
2025-07-09 23:00:00,8480.47
2025-07-09 23:30:00,8268.098
2025-07-10 00:30:00,7668.312
2025-07-10 01:00:00,7461.04
2025-07-10 01:30:00,7357.118
2025-07-10 02:00:00,7282.834
2025-07-10 02:30:00,7276.3
2025-07-10 03:00:00,7322.956
2025-07-10 03:30:00,7589.028
2025-07-10 04:00:00,7640.472
2025-07-10 04:30:00,7687.13
2025-07-10 05:00:00,7713.094
2025-07-10 05:30:00,7749.59
2025-07-10 06:00:00,7688.84
2025-07-10 06:30:00,7744.408
2025-07-10 07:00:00,7883.892
2025-07-10 07:30:00,8212.934
2025-07-10 08:00:00,8633.884
2025-07-10 08:30:00,9371.51
2025-07-10 09:00:00,10079.664
2025-07-10 09:30:00,10570.568
2025-07-10 10:00:00,10829.58
2025-07-10 10:30:00,11148.606
2025-07-10 11:00:00,11343.632
2025-07-10 11:30:00,11459.954
2025-07-10 12:00:00,11497.532
2025-07-10 12:30:00,11141.342
2025-07-10 13:00:00,11071.848
2025-07-10 13:30:00,11457.864
2025-07-10 14:00:00,11499.214
2025-07-10 14:30:00,11557.06
2025-07-10 15:00:00,11443.87
